timestamp,value
1465959009,17.000000
1465959069,16.000000
1465959129,19.000000
1465959189,16.000000
1465959249,17.000000
1465959309,18.000000
1465959369,24.000000
1465959429,17.000000
1465959489,17.000000
1465959549,16.000000
1465959609,19.000000
1465959669,16.000000
1465959729,17.000000
1465959789,17.000000
1465959849,20.000000
1465959909,16.000000
1465959969,18.000000
1465960029,17.000000
1465960089,19.000000
1465960149,16.000000
1465960209,17.000000
1465960269,17.000000
1465960329,20.000000
1465960389,16.000000
1465960449,17.000000
1465960509,17.000000
1465960569,20.000000
1465960629,16.000000
1465960689,17.000000
1465960749,16.000000
1465960809,21.000000
1465960869,16.000000
1465960929,21.000000
1465960989,18.000000
1465961049,19.000000
1465961109,19.000000
1465961169,18.000000
1465961229,19.000000
1465961289,21.000000
1465961349,16.000000
1465961409,18.000000
1465961469,21.000000
1465961529,20.000000
1465961589,20.000000
1465961649,27.000000
1465961709,25.000000
1465961769,21.000000
1465961829,27.000000
1465961889,27.000000
1465961949,18.000000
1465962009,18.000000
1465962069,17.000000
1465962129,17.000000
1465962189,18.000000
1465962249,19.000000
1465962309,16.000000
1465962369,17.000000
1465962429,17.000000
1465962489,19.000000
1465962549,17.000000
1465962609,17.000000
1465962669,21.000000
1465962729,22.000000
1465962789,21.000000
1465962849,17.000000
1465962909,17.000000
1465962969,18.000000
1465963029,16.000000
1465963089,17.000000
1465963149,17.000000
1465963209,19.000000
1465963269,15.000000
1465963330,17.000000
1465963389,16.000000
1465963449,19.000000
1465963509,15.000000
1465963569,18.000000
1465963629,16.000000
1465963689,19.000000
1465963749,15.000000
1465963809,18.000000
1465963869,16.000000
1465963929,19.000000
1465963989,15.000000
1465964049,18.000000
1465964109,16.000000
1465964169,19.000000
1465964229,15.000000
1465964289,18.000000
1465964349,16.000000
1465964409,19.000000
1465964469,15.000000
1465964529,18.000000
1465964589,16.000000
1465964649,19.000000
1465964709,15.000000
1465964769,18.000000
1465964829,17.000000
1465964890,18.000000
1465964949,15.000000
1465965009,18.000000
1465965069,16.000000
1465965129,18.000000
1465965189,15.000000
1465965249,18.000000
1465965309,16.000000
1465965369,19.000000
1465965429,15.000000
1465965489,18.000000
1465965549,16.000000
1465965609,19.000000
1465965669,14.000000
1465965729,18.000000
1465965789,17.000000
1465965849,18.000000
1465965909,14.000000
1465965969,18.000000
1465966029,16.000000
1465966089,22.000000
1465966149,14.000000
1465966209,18.000000
1465966269,16.000000
1465966329,19.000000
1465966389,14.000000
1465966449,18.000000
1465966509,16.000000
1465966569,19.000000
1465966629,14.000000
1465966689,18.000000
1465966749,17.000000
1465966809,19.000000
1465966869,14.000000
1465966929,18.000000
1465966989,17.000000
1465967049,18.000000
1465967109,14.000000
1465967169,18.000000
1465967229,17.000000
1465967289,19.000000
1465967349,14.000000
1465967409,18.000000
1465967469,17.000000
1465967529,18.000000
1465967589,14.000000
1465967649,18.000000
1465967709,17.000000
1465967769,18.000000
1465967829,14.000000
1465967889,18.000000
1465967949,16.000000
1465968009,18.000000
1465968069,14.000000
1465968129,18.000000
1465968189,17.000000
1465968249,18.000000
1465968309,14.000000
1465968369,23.000000
1465968429,17.000000
1465968489,17.000000
1465968549,14.000000
1465968610,18.000000
1465968669,17.000000
1465968729,22.000000
1465968789,14.000000
1465968849,18.000000
1465968909,17.000000
1465968969,17.000000
1465969029,14.000000
1465969089,18.000000
1465969149,17.000000
1465969209,17.000000
1465969269,14.000000
1465969329,18.000000
1465969389,17.000000
1465969449,16.000000
1465969509,14.000000
1465969569,18.000000
1465969629,17.000000
1465969689,16.000000
1465969749,14.000000
1465969809,18.000000
1465969869,16.000000
1465969929,16.000000
1465969989,14.000000
1465970049,20.000000
1465970109,19.000000
1465970169,17.000000
1465970229,14.000000
1465970289,18.000000
1465970349,21.000000
1465970409,17.000000
1465970469,14.000000
1465970529,18.000000
1465970589,17.000000
1465970649,18.000000
1465970709,15.000000
1465970769,18.000000
1465970829,17.000000
1465970889,19.000000
1465970949,18.000000
1465971009,18.000000
1465971069,16.000000
1465971129,18.000000
1465971189,17.000000
1465971249,21.000000
1465971309,19.000000
1465971369,18.000000
1465971429,16.000000
1465971489,19.000000
1465971549,23.000000
1465971609,18.000000
1465971669,16.000000
1465971729,19.000000
1465971789,20.000000
1465971850,17.000000
1465971909,15.000000
1465971969,19.000000
1465972029,18.000000
1465972089,17.000000
1465972149,22.000000
1465972209,20.000000
1465972269,18.000000
1465972329,16.000000
1465972389,15.000000
1465972449,19.000000
1465972509,18.000000
1465972569,16.000000
1465972629,15.000000
1465972689,20.000000
1465972749,17.000000
1465972809,16.000000
1465972869,15.000000
1465972929,19.000000
1465972989,18.000000
1465973049,16.000000
1465973109,15.000000
1465973169,19.000000
1465973229,18.000000
1465973289,17.000000
1465973349,16.000000
1465973409,19.000000
1465973469,18.000000
1465973529,18.000000
1465973589,15.000000
1465973649,19.000000
1465973709,18.000000
1465973769,22.000000
1465973829,15.000000
1465973889,18.000000
1465973949,18.000000
1465974009,17.000000
1465974069,15.000000
1465974129,18.000000
1465974189,17.000000
1465974249,17.000000
1465974309,15.000000
1465974369,18.000000
1465974429,17.000000
1465974489,17.000000
1465974549,16.000000
1465974609,18.000000
1465974669,17.000000
1465974729,17.000000
1465974789,15.000000
1465974849,18.000000
1465974909,17.000000
1465974969,17.000000
1465975029,15.000000
1465975089,18.000000
1465975149,24.000000
1465975209,17.000000
1465975269,15.000000
1465975329,17.000000
1465975389,17.000000
1465975449,17.000000
1465975509,15.000000
1465975569,17.000000
1465975629,17.000000
1465975689,17.000000
1465975749,16.000000
1465975809,17.000000
1465975869,17.000000
1465975929,17.000000
1465975989,15.000000
1465976049,17.000000
1465976109,17.000000
1465976169,17.000000
1465976229,15.000000
1465976289,17.000000
1465976349,23.000000
1465976409,17.000000
1465976469,15.000000
1465976529,17.000000
1465976589,17.000000
1465976650,19.000000
1465976709,15.000000
1465976769,17.000000
1465976829,17.000000
1465976890,17.000000
1465976949,16.000000
1465977009,17.000000
1465977069,17.000000
1465977129,18.000000
1465977189,15.000000
1465977249,22.000000
1465977309,17.000000
1465977369,17.000000
1465977429,15.000000
1465977489,17.000000
1465977549,18.000000
1465977609,17.000000
1465977669,15.000000
1465977729,18.000000
1465977789,18.000000
1465977849,16.000000
1465977909,17.000000
1465977969,16.000000
1465978029,17.000000
1465978089,22.000000
1465978149,18.000000
1465978209,17.000000
1465978269,27.000000
1465978329,16.000000
1465978389,16.000000
1465978449,16.000000
1465978509,18.000000
1465978569,16.000000
1465978629,17.000000
1465978689,16.000000
1465978749,18.000000
1465978809,17.000000
1465978869,17.000000
1465978929,16.000000
1465978989,17.000000
1465979049,17.000000
1465979109,16.000000
1465979169,17.000000
1465979229,23.000000
1465979289,23.000000
1465979349,16.000000
1465979409,18.000000
1465979469,19.000000
1465979529,18.000000
1465979589,16.000000
1465979649,16.000000
1465979709,19.000000
1465979769,17.000000
1465979829,16.000000
1465979889,16.000000
1465979949,17.000000
1465980009,19.000000
1465980069,17.000000
1465980129,17.000000
1465980189,19.000000
1465980249,17.000000
1465980309,17.000000
1465980369,16.000000
1465980429,18.000000
1465980489,16.000000
1465980549,17.000000
1465980609,17.000000
1465980669,18.000000
1465980729,16.000000
1465980789,16.000000
1465980849,16.000000
1465980909,18.000000
1465980969,17.000000
1465981029,21.000000
1465981089,17.000000
1465981149,18.000000
1465981209,18.000000
1465981269,18.000000
1465981329,17.000000
1465981389,21.000000
1465981449,20.000000
1465981509,19.000000
1465981569,18.000000
1465981629,20.000000
1465981689,18.000000
1465981749,20.000000
1465981809,25.000000
1465981869,28.000000
1465981929,18.000000
1465981989,25.000000
1465982049,19.000000
1465982109,21.000000
1465982169,19.000000
1465982229,21.000000
1465982289,20.000000
1465982349,20.000000
1465982519,18.000000
1465982577,24.000000
1465982637,19.000000
1465982697,16.000000
1465982757,17.000000
1465982817,17.000000
1465982877,16.000000
1465982937,21.000000
1465982997,25.000000
1465983057,17.000000
1465983117,16.000000
1465983177,15.000000
1465983237,17.000000
1465983579,21.000000
1465983637,18.000000
1465983697,20.000000
1465983757,18.000000
1465983817,19.000000
1465983877,18.000000
1465983937,19.000000
1465983997,17.000000
1465984057,18.000000
1465984117,18.000000
1465984177,23.000000
1465984237,19.000000
1465984297,18.000000
1465984357,17.000000
1465984417,18.000000
1465984477,16.000000
1465984537,19.000000
1465984597,17.000000
1465984657,19.000000
1465984717,18.000000
1465984777,19.000000
1465984837,29.000000
1465984897,20.000000
1465984957,16.000000
1465985017,17.000000
1465985077,21.000000
1465985137,20.000000
1465985197,16.000000
1465985257,16.000000
1465985317,15.000000
1465985377,19.000000
1465985437,18.000000
1465985497,16.000000
1465985557,16.000000
1465985617,17.000000
1465985677,27.000000
1465985737,16.000000
1465985797,16.000000
1465985857,19.000000
1465985917,16.000000
1465985977,17.000000
1465986037,18.000000
1465986097,17.000000
1465986157,16.000000
1465986217,16.000000
1465986277,16.000000
1465986337,20.000000
1465986397,16.000000
1465986457,16.000000
1465986517,15.000000
1465986577,22.000000
1465986637,18.000000
1465986697,16.000000
1465986756,15.000000
1465986817,17.000000
1465986877,17.000000
1465986937,17.000000
1465986997,15.000000
1465987057,17.000000
1465987117,16.000000
1465987177,17.000000
1465987237,18.000000
1465987297,17.000000
1465987357,16.000000
1465987417,16.000000
1465987477,16.000000
1465987537,21.000000
1465987597,16.000000
1465987657,16.000000
1465987866,23.000000
1465987925,22.000000
1465987984,16.000000
1465988045,17.000000
1465988105,17.000000
1465988164,15.000000
1465988225,16.000000
1465988284,17.000000
1465988344,17.000000
1465988404,15.000000
1465988465,16.000000
1465988524,17.000000
1465988584,17.000000
1465988644,15.000000
1465988704,16.000000
1465988764,17.000000
1465988824,17.000000
1465988884,15.000000
1465988944,16.000000
1465989004,17.000000
1465989064,17.000000
1465989124,15.000000
1465989184,16.000000
1465989244,17.000000
1465989304,17.000000
1465989364,15.000000
1465989424,17.000000
1465989484,17.000000
1465989544,17.000000
1465989604,15.000000
1465989665,16.000000
1465989724,17.000000
1465989784,17.000000
1465989844,15.000000
1465989904,16.000000
1465989964,17.000000
1465990024,17.000000
1465990084,15.000000
1465990144,16.000000
1465990204,17.000000
1465990264,17.000000
1465990324,15.000000
1465990384,16.000000
1465990444,17.000000
1465990504,17.000000
1465990565,15.000000
1465990624,16.000000
1465990684,17.000000
1465990744,17.000000
1465990804,15.000000
1465990864,16.000000
1465990924,17.000000
1465990984,17.000000
1465991044,15.000000
1465991104,16.000000
1465991165,16.000000
1465991224,18.000000
1465991284,15.000000
1465991344,16.000000
1465991404,16.000000
1465991465,17.000000
1465991524,15.000000
1465991584,16.000000
1465991644,16.000000
1465991704,17.000000
1465991764,15.000000
1465991824,16.000000
1465991884,16.000000
1465991944,17.000000
1465992004,15.000000
1465992064,16.000000
1465992124,16.000000
1465992184,17.000000
1465992244,15.000000
1465992304,16.000000
1465992364,16.000000
1465992424,17.000000
1465992484,15.000000
1465992544,16.000000
1465992604,16.000000
1465992664,17.000000
1465992724,15.000000
1465992784,16.000000
1465992844,16.000000
1465992904,15.000000
1465992964,15.000000
1465993024,16.000000
1465993084,16.000000
1465993144,16.000000
1465993204,24.000000
1465993264,16.000000
1465993324,16.000000
1465993384,16.000000
1465993444,15.000000
1465993504,16.000000
1465993564,16.000000
1465993624,16.000000
1465993684,15.000000
1465993744,16.000000
1465993804,16.000000
1465993864,16.000000
1465993924,15.000000
1465993984,16.000000
1465994044,16.000000
1465994104,16.000000
1465994164,15.000000
1465994224,16.000000
1465994284,16.000000
1465994344,16.000000
1465994404,15.000000
1465994465,16.000000
1465994524,16.000000
1465994584,16.000000
1465994644,15.000000
1465994704,16.000000
1465994765,18.000000
1465994824,16.000000
1465994884,15.000000
1465994944,16.000000
1465995004,16.000000
1465995064,15.000000
1465995124,15.000000
1465995184,16.000000
1465995244,17.000000
1465995304,16.000000
1465995364,15.000000
1465995424,16.000000
1465995484,16.000000
1465995544,16.000000
1465995605,15.000000
1465995664,16.000000
1465995725,16.000000
1465995784,16.000000
1465995844,15.000000
1465995904,16.000000
1465995964,16.000000
1465996024,16.000000
1465996084,15.000000
1465996144,16.000000
1465996204,17.000000
1465996264,16.000000
1465996324,15.000000
1465996384,16.000000
1465996444,17.000000
1465996504,16.000000
1465996565,15.000000
1465996624,16.000000
1465996684,17.000000
1465996744,16.000000
1465996804,15.000000
1465996864,16.000000
1465996924,17.000000
1465996984,15.000000
1465997044,15.000000
1465997104,16.000000
1465997164,17.000000
1465997224,15.000000
1465997284,15.000000
1465997344,16.000000
1465997404,17.000000
1465997465,15.000000
1465997524,15.000000
1465997584,16.000000
1465997644,17.000000
1465997704,15.000000
1465997764,15.000000
1465997824,17.000000
1465997884,17.000000
1465997944,15.000000
1465998004,15.000000
1465998064,17.000000
1465998124,17.000000
1465998184,15.000000
1465998244,15.000000
1465998304,17.000000
1465998365,17.000000
1465998424,15.000000
1465998484,15.000000
1465998544,17.000000
1465998604,17.000000
1465998664,15.000000
1465998724,15.000000
1465998784,17.000000
1465998844,17.000000
1465998904,16.000000
1465998965,15.000000
1465999024,17.000000
1465999084,17.000000
1465999144,16.000000
1465999204,15.000000
1465999264,17.000000
1465999324,16.000000
1465999384,16.000000
1465999444,15.000000
1465999504,16.000000
1465999564,16.000000
1465999624,17.000000
1465999684,15.000000
1465999744,16.000000
1465999805,16.000000
1465999864,16.000000
1465999924,15.000000
1465999984,16.000000
1466000044,16.000000
1466000104,16.000000
1466000164,15.000000
1466000224,17.000000
1466000284,16.000000
1466000344,16.000000
1466000404,15.000000
1466000465,17.000000
1466000524,16.000000
1466000584,16.000000
1466000644,15.000000
1466000704,17.000000
1466000764,16.000000
1466000824,17.000000
1466000884,15.000000
1466000944,17.000000
1466001004,16.000000
1466001064,16.000000
1466001124,15.000000
1466001184,17.000000
1466001244,16.000000
1466001304,16.000000
1466001365,15.000000
1466001424,17.000000
1466001484,16.000000
1466001544,16.000000
1466001605,15.000000
1466001664,17.000000
1466001724,16.000000
1466001784,16.000000
1466001844,15.000000
1466001904,16.000000
1466001964,16.000000
1466002024,15.000000
1466002084,15.000000
1466002144,16.000000
1466002204,16.000000
1466002264,15.000000
1466002324,15.000000
1466002384,17.000000
1466002444,16.000000
1466002504,15.000000
1466002564,15.000000
1466002624,17.000000
1466002684,16.000000
1466002744,15.000000
1466002804,15.000000
1466002864,17.000000
1466002924,16.000000
1466002984,15.000000
1466003044,15.000000
1466003104,17.000000
1466003164,16.000000
1466003224,15.000000
1466003284,15.000000
1466003344,17.000000
1466003404,16.000000
1466003464,15.000000
1466003524,15.000000
1466003584,17.000000
1466003644,16.000000
1466003704,15.000000
1466003764,15.000000
1466003824,18.000000
1466003884,16.000000
1466003944,15.000000
1466004004,15.000000
1466004064,17.000000
1466004124,16.000000
1466004184,15.000000
1466004244,15.000000
1466004304,17.000000
1466004364,16.000000
1466004424,15.000000
1466004484,15.000000
1466004544,17.000000
1466004604,16.000000
1466004664,15.000000
1466004725,15.000000
1466004784,17.000000
1466004844,16.000000
1466004904,15.000000
1466004964,15.000000
1466005024,17.000000
1466005084,16.000000
1466005144,15.000000
1466005204,15.000000
1466005264,17.000000
1466005324,16.000000
1466005384,15.000000
1466005444,15.000000
1466005504,17.000000
1466005565,16.000000
1466005624,16.000000
1466005684,15.000000
1466005744,17.000000
1466005804,16.000000
1466005864,15.000000
1466005924,15.000000
1466005984,17.000000
1466006044,16.000000
1466006104,15.000000
1466006164,15.000000
1466006224,16.000000
1466006284,16.000000
1466006344,15.000000
1466006404,15.000000
1466006472,17.000000
1466006525,16.000000
1466006584,15.000000
1466006644,15.000000
1466006704,17.000000
1466006764,16.000000
1466006824,15.000000
1466006884,15.000000
1466006944,17.000000
1466007004,16.000000
1466007064,15.000000
1466007124,15.000000
1466007184,17.000000
1466007244,16.000000
1466007304,15.000000
1466007364,15.000000
1466007424,18.000000
1466007484,16.000000
1466007544,15.000000
1466007604,15.000000
1466007664,17.000000
1466007724,16.000000
1466007784,16.000000
1466007844,15.000000
1466007904,17.000000
1466007964,16.000000
1466008024,16.000000
1466008084,15.000000
1466008144,16.000000
1466008204,16.000000
1466008264,16.000000
1466008324,15.000000
1466008384,16.000000
1466008444,16.000000
1466008504,16.000000
1466008564,15.000000
1466008624,16.000000
1466008684,16.000000
1466008744,16.000000
1466008804,15.000000
1466008864,16.000000
1466008924,16.000000
1466008984,16.000000
1466009044,15.000000
1466009104,16.000000
1466009164,16.000000
1466009224,16.000000
1466009284,15.000000
1466009344,16.000000
1466009404,16.000000
1466009464,16.000000
1466009524,15.000000
1466009584,16.000000
1466009644,16.000000
1466009704,16.000000
1466009764,15.000000
1466009824,16.000000
1466009884,16.000000
1466009944,15.000000
1466010005,15.000000
1466010064,16.000000
1466010124,16.000000
1466010184,15.000000
1466010244,15.000000
1466010304,16.000000
1466010364,17.000000
1466010424,15.000000
1466010484,15.000000
1466010544,16.000000
1466010604,16.000000
1466010665,15.000000
1466010724,16.000000
1466010784,17.000000
1466010844,16.000000
1466010904,15.000000
1466010964,16.000000
1466011024,17.000000
1466011084,16.000000
1466011144,15.000000
1466011204,16.000000
1466011264,16.000000
1466011324,16.000000
1466011384,15.000000
1466011444,16.000000
1466011504,16.000000
1466011564,16.000000
1466011624,15.000000
1466011684,16.000000
1466011744,16.000000
1466011804,16.000000
1466011864,15.000000
1466011924,16.000000
1466011984,16.000000
1466012044,16.000000
1466012104,15.000000
1466012164,16.000000
1466012224,16.000000
1466012284,16.000000
1466012344,15.000000
1466012404,16.000000
1466012464,16.000000
1466012524,16.000000
1466012584,15.000000
1466012644,16.000000
1466012704,16.000000
1466012764,16.000000
1466012824,15.000000
1466012884,16.000000
1466012944,16.000000
1466013004,16.000000
1466013065,15.000000
1466013124,17.000000
1466013184,16.000000
1466013244,16.000000
1466013304,15.000000
1466013364,16.000000
1466013424,16.000000
1466013484,16.000000
1466013544,15.000000
1466013604,16.000000
1466013664,16.000000
1466013724,16.000000
1466013784,15.000000
1466013844,16.000000
1466013904,16.000000
1466013964,16.000000
1466014024,15.000000
1466014084,16.000000
1466014144,16.000000
1466014204,16.000000
1466014264,15.000000
1466014324,16.000000
1466014384,16.000000
1466014444,16.000000
1466014504,15.000000
1466014564,16.000000
1466014624,16.000000
1466014684,16.000000
1466014744,15.000000
1466014804,16.000000
1466014864,16.000000
1466014924,16.000000
1466014984,15.000000
1466015044,15.000000
1466015104,16.000000
1466015164,16.000000
1466015224,15.000000
1466015284,15.000000
1466015344,16.000000
1466015404,16.000000
1466015464,15.000000
1466015524,15.000000
1466015584,16.000000
1466015644,16.000000
1466015704,15.000000
1466015764,15.000000
1466015824,16.000000
1466015884,16.000000
1466015944,15.000000
1466016004,15.000000
1466016064,16.000000
1466016124,16.000000
1466016184,15.000000
1466016244,15.000000
1466016304,16.000000
1466016364,16.000000
1466016424,15.000000
1466016484,15.000000
1466016544,16.000000
1466016604,16.000000
1466016664,15.000000
1466016724,15.000000
1466016784,16.000000
1466016844,16.000000
1466016904,15.000000
1466016965,15.000000
1466017024,16.000000
1466017084,16.000000
1466017144,15.000000
1466017204,15.000000
1466017265,16.000000
1466017324,16.000000
1466017384,15.000000
1466017444,15.000000
1466017504,16.000000
1466017564,16.000000
1466017624,15.000000
1466017684,15.000000
1466017744,16.000000
1466017804,16.000000
1466017864,15.000000
1466017924,15.000000
1466017984,16.000000
1466018044,16.000000
1466018104,15.000000
1466018164,15.000000
1466018224,16.000000
1466018284,16.000000
1466018344,15.000000
1466018404,15.000000
1466018464,16.000000
1466018524,16.000000
1466018584,15.000000
1466018644,15.000000
1466018704,16.000000
1466018764,16.000000
1466018824,15.000000
1466018884,16.000000
1466018944,16.000000
1466019004,16.000000
1466019064,15.000000
1466019124,16.000000
1466019184,16.000000
1466019244,16.000000
1466019304,15.000000
1466019364,16.000000
1466019424,17.000000
1466019484,16.000000
1466019544,15.000000
1466019604,16.000000
1466019664,16.000000
1466019724,16.000000
1466019784,15.000000
1466019844,16.000000
1466019904,16.000000
1466019964,16.000000
1466020024,16.000000
1466020084,16.000000
1466020144,16.000000
1466020204,16.000000
1466020264,15.000000
1466020324,16.000000
1466020384,16.000000
1466020444,16.000000
1466020504,15.000000
1466020564,16.000000
1466020624,16.000000
1466020684,16.000000
1466020744,15.000000
1466020804,16.000000
1466020864,16.000000
1466020924,16.000000
1466020984,15.000000
1466021044,16.000000
1466021104,16.000000
1466021164,16.000000
1466021224,15.000000
1466021284,16.000000
1466021344,16.000000
1466021404,16.000000
1466021464,15.000000
1466021524,16.000000
1466021584,16.000000
1466021644,16.000000
1466021704,15.000000
1466021764,16.000000
1466021824,16.000000
1466021884,16.000000
1466021944,15.000000
1466022004,16.000000
1466022064,16.000000
1466022124,16.000000
1466022184,15.000000
1466022244,16.000000
1466022304,16.000000
1466022364,16.000000
1466022424,15.000000
1466022484,16.000000
1466022544,16.000000
1466022604,16.000000
1466022664,15.000000
1466022724,16.000000
1466022784,16.000000
1466022844,16.000000
1466022904,15.000000
1466022964,16.000000
1466023024,16.000000
1466023084,16.000000
1466023144,15.000000
1466023204,16.000000
1466023264,16.000000
1466023324,16.000000
1466023384,15.000000
1466023444,16.000000
1466023504,16.000000
1466023564,16.000000
1466023624,15.000000
1466023684,16.000000
1466023744,16.000000
1466023804,16.000000
1466023865,15.000000
1466023924,16.000000
1466023984,16.000000
1466024044,16.000000
1466024104,15.000000
1466024164,16.000000
1466024224,16.000000
1466024284,16.000000
1466024344,15.000000
1466024404,15.000000
1466024464,16.000000
1466024524,16.000000
1466024584,15.000000
1466024644,15.000000
1466024704,16.000000
1466024764,16.000000
1466024824,15.000000
1466024884,15.000000
1466024944,16.000000
1466025004,16.000000
1466025064,15.000000
1466025124,15.000000
1466025184,16.000000
1466025244,16.000000
1466025304,15.000000
1466025364,15.000000
1466025424,16.000000
1466025484,16.000000
1466025544,15.000000
1466025604,15.000000
1466025664,16.000000
1466025724,16.000000
1466025784,15.000000
1466025844,15.000000
1466025904,17.000000
1466025964,16.000000
1466026024,16.000000
1466026084,15.000000
1466026144,17.000000
1466026204,16.000000
1466026264,15.000000
1466026324,15.000000
1466026384,17.000000
1466026444,16.000000
1466026504,15.000000
1466026564,15.000000
1466026624,17.000000
1466026684,16.000000
1466026744,15.000000
1466026804,15.000000
1466026864,17.000000
1466026924,16.000000
1466026984,15.000000
1466027044,15.000000
1466027104,17.000000
1466027164,16.000000
1466027224,16.000000
1466027284,15.000000
1466027344,17.000000
1466027404,16.000000
1466027464,15.000000
1466027524,15.000000
1466027584,17.000000
1466027644,16.000000
1466027704,15.000000
1466027764,15.000000
1466027824,17.000000
1466027884,16.000000
1466027944,15.000000
1466028004,15.000000
1466028064,17.000000
1466028124,16.000000
1466028184,15.000000
1466028244,15.000000
1466028304,17.000000
1466028364,16.000000
1466028424,15.000000
1466028484,15.000000
1466028544,17.000000
1466028604,16.000000
1466028664,15.000000
1466028724,15.000000
1466028784,17.000000
1466028844,16.000000
1466028904,15.000000
1466028964,15.000000
1466029024,17.000000
1466029084,16.000000
1466029144,15.000000
1466029204,15.000000
1466029264,17.000000
1466029324,16.000000
1466029384,15.000000
1466029444,15.000000
1466029504,17.000000
1466029565,16.000000
1466029624,15.000000
1466029684,15.000000
1466029744,17.000000
1466029804,16.000000
1466029864,15.000000
1466029924,15.000000
1466029984,17.000000
1466030044,16.000000
1466030104,15.000000
1466030164,15.000000
1466030224,18.000000
1466030284,16.000000
1466030344,15.000000
1466030404,15.000000
1466030464,17.000000
1466030524,16.000000
1466030584,15.000000
1466030644,15.000000
1466030704,17.000000
1466030764,16.000000
1466030824,16.000000
1466030884,15.000000
1466030944,17.000000
1466031004,16.000000
1466031064,15.000000
1466031124,15.000000
1466031184,17.000000
1466031244,16.000000
1466031304,15.000000
1466031364,15.000000
1466031424,18.000000
1466031484,16.000000
1466031544,15.000000
1466031605,15.000000
1466031664,17.000000
1466031724,16.000000
1466031784,15.000000
1466031844,15.000000
1466031904,17.000000
1466031964,16.000000
1466032024,15.000000
1466032084,15.000000
1466032144,17.000000
1466032204,16.000000
1466032264,15.000000
1466032324,15.000000
1466032384,17.000000
1466032444,16.000000
1466032504,15.000000
1466032564,15.000000
1466032624,17.000000
1466032684,16.000000
1466032744,15.000000
1466032804,15.000000
1466032864,17.000000
1466032924,16.000000
1466032984,15.000000
1466033044,15.000000
1466033104,17.000000
1466033164,16.000000
